agent_id,from_zone_id,to_zone_id,from_origin__node_id,to_destination_node_id,departure_time,demand_type,pricing_type,information_type,value_of_time,vehicle_type,vehicle_age,number_of_nodes
2454,20,4136,20,4136,1018.81,1,1,1,10.00,1,0,4,
2455,4136,5076,4136,5076,1018.86,1,1,1,15.00,2,0,5,
2456,4147,5076,4147,5076,1018.86,1,1,1,15.00,1,0,3,
2457,4147,4136,4147,4136,1018.89,1,1,1,1.00,1,0,5,
2458,9715,4023,9715,4023,1018.89,1,1,1,30.00,1,0,3,
2459,5076,4136,5076,4136,1018.89,1,1,1,20.00,2,0,5,
2460,20,4136,20,4136,1018.91,1,1,1,10.00,1,0,4,
2461,20020,4136,20020,4136,1018.91,1,1,1,10.00,1,0,4,
2462,20,4023,20,4023,1018.93,1,1,1,30.00,1,0,4,
2463,4023,9715,4023,9715,1018.94,1,1,1,10.00,2,0,3,
2464,20021,5076,20021,5076,1018.94,1,1,1,30.00,1,0,3,
2465,9715,5076,9715,5076,1018.97,1,1,1,30.00,1,0,5,
2466,4147,4136,4147,4136,1018.97,1,1,1,1.00,1,0,5,
2467,20,4136,20,4136,1019.01,1,1,1,30.00,1,0,4,
2468,5076,4136,5076,4136,1019.01,1,1,1,5.00,1,0,5,
2469,4136,5076,4136,5076,1019.01,1,1,1,20.00,1,0,5,
2470,20,5076,20,5076,1019.02,1,1,1,10.00,1,0,4,
2471,4147,9715,4147,9715,1019.03,1,1,1,20.00,2,0,5,
2472,20021,4136,20021,4136,1019.03,1,1,1,20.00,1,0,5,
2473,4023,4147,4023,4147,1019.03,1,1,1,20.00,1,0,5,
2474,4147,4136,4147,4136,1019.05,1,1,1,20.00,1,0,5,
2475,4147,5076,4147,5076,1019.09,1,1,1,5.00,1,0,3,
2476,4023,9715,4023,9715,1019.10,1,1,1,20.00,2,0,3,
2477,20,9715,20,9715,1019.10,1,1,1,40.00,1,0,4,
2478,20,4136,20,4136,1019.11,1,1,1,1.00,2,0,4,
2479,4147,4136,4147,4136,1019.12,1,1,1,1.00,2,0,5,
2480,20,4147,20,4147,1019.13,1,1,1,30.00,2,0,4,
2481,5076,4136,5076,4136,1019.14,1,1,1,60.00,1,0,5,
2482,9715,4147,9715,4147,1019.14,1,1,1,10.00,1,0,5,
2483,4136,5076,4136,5076,1019.16,1,1,1,15.00,1,0,5,
2484,5076,4147,5076,4147,1019.17,1,1,1,10.00,2,0,3,
2485,5076,20021,5076,20021,1019.19,1,1,1,10.00,1,0,3,
2486,4023,20020,4023,20020,1019.20,1,1,1,30.00,1,0,4,
2487,4147,4136,4147,4136,1019.20,1,1,1,1.00,1,0,5,
2488,20,4136,20,4136,1019.21,1,1,1,15.00,2,0,4,
2489,9715,4023,9715,4023,1019.21,1,1,1,5.00,1,0,3,
2490,20020,4136,20020,4136,1019.22,1,1,1,15.00,1,0,4,
2491,4023,4136,4023,4136,1019.23,1,1,1,1.00,1,0,3,
2492,5076,4136,5076,4136,1019.26,1,1,1,1.00,1,0,5,
2493,4023,9715,4023,9715,1019.26,1,1,1,15.00,1,0,3,
2494,20,5076,20,5076,1019.27,1,1,1,10.00,1,0,4,
2495,4147,4136,4147,4136,1019.28,1,1,1,5.00,2,0,5,
2496,20,4136,20,4136,1019.30,1,1,1,15.00,1,0,4,
2497,4136,5076,4136,5076,1019.32,1,1,1,15.00,1,0,5,
2498,4147,5076,4147,5076,1019.32,1,1,1,40.00,1,0,3,
2499,9715,4136,9715,4136,1019.35,1,1,1,15.00,1,0,3,
2500,4147,4136,4147,4136,1019.36,1,1,1,60.00,1,0,5,
2501,5076,4136,5076,4136,1019.38,1,1,1,10.00,1,0,5,
2502,20,4136,20,4136,1019.40,1,1,1,5.00,2,0,4,
2503,20021,4136,20021,4136,1019.42,1,1,1,30.00,1,0,5,
2504,4023,9715,4023,9715,1019.43,1,1,1,40.00,1,0,3,
2505,4147,4136,4147,4136,1019.44,1,1,1,15.00,1,0,5,
2506,20,4023,20,4023,1019.46,1,1,1,15.00,1,0,4,
2507,4136,5076,4136,5076,1019.47,1,1,1,10.00,1,0,5,
2508,4023,5076,4023,5076,1019.49,1,1,1,10.00,1,0,5,
2509,20,4136,20,4136,1019.50,1,1,1,5.00,1,0,4,
2510,5076,4136,5076,4136,1019.51,1,1,1,15.00,2,0,5,
2511,20,5076,20,5076,1019.51,1,1,1,10.00,1,0,4,
2512,4147,9715,4147,9715,1019.52,1,1,1,15.00,1,0,5,
2513,4147,4136,4147,4136,1019.52,1,1,1,10.00,1,0,5,
2514,9715,4023,9715,4023,1019.52,1,1,1,1.00,1,0,3,
2515,20020,4136,20020,4136,1019.53,1,1,1,20.00,1,0,4,
2516,4147,5076,4147,5076,1019.55,1,1,1,30.00,1,0,3,
2517,20,9715,20,9715,1019.55,1,1,1,5.00,1,0,4,
2518,4147,20,4147,20,1019.58,1,1,1,20.00,1,0,4,
2519,4023,9715,4023,9715,1019.59,1,1,1,15.00,1,0,3,
2520,20,20021,20,20021,1019.60,1,1,1,30.00,2,0,4,
2521,4147,4136,4147,4136,1019.60,1,1,1,5.00,1,0,5,
2522,20,4136,20,4136,1019.60,1,1,1,15.00,1,0,4,
2523,4136,5076,4136,5076,1019.62,1,1,1,40.00,2,0,5,
2524,5076,4136,5076,4136,1019.63,1,1,1,15.00,1,0,5,
2525,20021,5076,20021,5076,1019.65,1,1,1,10.00,2,0,3,
2526,4147,4136,4147,4136,1019.68,1,1,1,10.00,2,0,5,
2527,20,4136,20,4136,1019.70,1,1,1,10.00,1,0,4,
2528,20,4147,20,4147,1019.71,1,1,1,5.00,1,0,4,
2529,5076,4147,5076,4147,1019.72,1,1,1,10.00,1,0,3,
2530,4023,4136,4023,4136,1019.74,1,1,1,30.00,2,0,3,
2531,5076,4136,5076,4136,1019.75,1,1,1,1.00,1,0,5,
2532,4023,9715,4023,9715,1019.75,1,1,1,20.00,1,0,3,
2533,20,5076,20,5076,1019.76,1,1,1,40.00,1,0,4,
2534,4147,4136,4147,4136,1019.76,1,1,1,30.00,1,0,5,
2535,4136,5076,4136,5076,1019.77,1,1,1,30.00,1,0,5,
2536,4147,5076,4147,5076,1019.77,1,1,1,20.00,1,0,3,
2537,20,4136,20,4136,1019.80,1,1,1,5.00,1,0,4,
2538,20021,4136,20021,4136,1019.81,1,1,1,10.00,1,0,5,
2539,4147,4136,4147,4136,1019.84,1,1,1,15.00,1,0,5,
2540,9715,4023,9715,4023,1019.84,1,1,1,30.00,1,0,3,
2541,20020,4136,20020,4136,1019.84,1,1,1,5.00,1,0,4,
2542,5076,4136,5076,4136,1019.88,1,1,1,5.00,1,0,5,
2543,20,4136,20,4136,1019.90,1,1,1,10.00,1,0,4,
2544,4023,9715,4023,9715,1019.92,1,1,1,10.00,1,0,3,
2545,4147,4136,4147,4136,1019.92,1,1,1,10.00,2,0,5,
2546,4136,5076,4136,5076,1019.92,1,1,1,5.00,1,0,5,
2547,9715,5076,9715,5076,1020.00,1,1,1,10.00,1,0,5,
2548,4023,20,4023,20,1020.00,1,1,1,10.00,2,0,4,
2549,4147,9715,4147,9715,1020.00,1,1,1,40.00,1,0,5,
2550,20,9715,20,9715,1020.00,1,1,1,30.00,1,0,4,
2551,9715,20,9715,20,1020.00,1,1,1,30.00,1,0,4,
2552,4147,20020,4147,20020,1020.00,1,1,1,15.00,1,0,4,
2553,20,4136,20,4136,1020.00,1,1,1,10.00,1,0,4,
2554,5076,4136,5076,4136,1020.00,1,1,1,30.00,2,0,5,
2555,20,5076,20,5076,1020.00,1,1,1,30.00,1,0,4,
2556,4147,5076,4147,5076,1020.00,1,1,1,30.00,1,0,3,
2557,4147,4136,4147,4136,1020.00,1,1,1,10.00,1,0,5,
2558,5076,20,5076,20,1020.00,1,1,1,20.00,1,0,4,
2559,9715,4136,9715,4136,1020.00,1,1,1,10.00,1,0,3,
2560,20,4023,20,4023,1020.00,1,1,1,1.00,1,0,4,
2561,4136,5076,4136,5076,1020.08,1,1,1,5.00,1,0,5,
2562,4147,4136,4147,4136,1020.08,1,1,1,20.00,1,0,5,
2563,4023,9715,4023,9715,1020.08,1,1,1,20.00,1,0,3,
2564,20,4136,20,4136,1020.10,1,1,1,30.00,1,0,4,
2565,5076,4136,5076,4136,1020.12,1,1,1,30.00,1,0,5,
2566,20020,4136,20020,4136,1020.16,1,1,1,1.00,1,0,4,
2567,9715,4023,9715,4023,1020.16,1,1,1,40.00,1,0,3,
2568,4147,4136,4147,4136,1020.16,1,1,1,20.00,1,0,5,
2569,20021,4136,20021,4136,1020.19,1,1,1,10.00,2,0,5,
2570,20,4136,20,4136,1020.20,1,1,1,15.00,1,0,4,
2571,4147,5076,4147,5076,1020.23,1,1,1,30.00,1,0,3,
2572,4136,5076,4136,5076,1020.23,1,1,1,1.00,1,0,5,
2573,4147,4136,4147,4136,1020.24,1,1,1,5.00,1,0,5,
2574,20,5076,20,5076,1020.24,1,1,1,20.00,1,0,4,
2575,4023,9715,4023,9715,1020.25,1,1,1,5.00,1,0,3,
2576,5076,4136,5076,4136,1020.25,1,1,1,10.00,1,0,5,
2577,4023,4136,4023,4136,1020.26,1,1,1,30.00,1,0,3,
2578,5076,4147,5076,4147,1020.28,1,1,1,10.00,1,0,3,
2579,20,4147,20,4147,1020.29,1,1,1,10.00,2,0,4,
2580,20,4136,20,4136,1020.30,1,1,1,10.00,1,0,4,
2581,4147,4136,4147,4136,1020.32,1,1,1,5.00,1,0,5,
2582,20021,5076,20021,5076,1020.35,1,1,1,15.00,2,0,3,
2583,5076,4136,5076,4136,1020.37,1,1,1,15.00,1,0,5,
2584,4136,5076,4136,5076,1020.38,1,1,1,15.00,1,0,5,
2585,20,4136,20,4136,1020.40,1,1,1,10.00,1,0,4,
2586,4147,4136,4147,4136,1020.40,1,1,1,10.00,2,0,5,
2587,20,20021,20,20021,1020.40,1,1,1,5.00,2,0,4,
2588,4023,9715,4023,9715,1020.41,1,1,1,40.00,1,0,3,
2589,4147,20,4147,20,1020.42,1,1,1,1.00,1,0,4,
2590,20,9715,20,9715,1020.45,1,1,1,30.00,1,0,4,
2591,4147,5076,4147,5076,1020.45,1,1,1,1.00,2,0,3,
2592,20020,4136,20020,4136,1020.47,1,1,1,30.00,1,0,4,
2593,9715,4023,9715,4023,1020.48,1,1,1,40.00,2,0,3,
2594,4147,4136,4147,4136,1020.48,1,1,1,30.00,2,0,5,
2595,4147,9715,4147,9715,1020.48,1,1,1,20.00,1,0,5,
2596,20,5076,20,5076,1020.49,1,1,1,30.00,1,0,4,
2597,5076,4136,5076,4136,1020.49,1,1,1,5.00,1,0,5,
2598,20,4136,20,4136,1020.50,1,1,1,15.00,1,0,4,
2599,4023,5076,4023,5076,1020.51,1,1,1,1.00,1,0,5,
2600,4136,5076,4136,5076,1020.53,1,1,1,10.00,1,0,5,
2601,20,4023,20,4023,1020.54,1,1,1,20.00,1,0,4,
2602,4147,4136,4147,4136,1020.56,1,1,1,20.00,1,0,5,
2603,4023,9715,4023,9715,1020.57,1,1,1,15.00,1,0,3,
2604,20021,4136,20021,4136,1020.58,1,1,1,1.00,1,0,5,
2605,20,4136,20,4136,1020.60,1,1,1,30.00,1,0,4,
2606,5076,4136,5076,4136,1020.62,1,1,1,10.00,2,0,5,
2607,4147,4136,4147,4136,1020.64,1,1,1,5.00,1,0,5,
2608,9715,4136,9715,4136,1020.65,1,1,1,20.00,2,0,3,
2609,4147,5076,4147,5076,1020.68,1,1,1,10.00,2,0,3,
2610,4136,5076,4136,5076,1020.68,1,1,1,20.00,1,0,5,
2611,20,4136,20,4136,1020.70,1,1,1,10.00,1,0,4,
2612,4147,4136,4147,4136,1020.72,1,1,1,10.00,1,0,5,
2613,20,5076,20,5076,1020.73,1,1,1,5.00,2,0,4,
2614,4023,9715,4023,9715,1020.74,1,1,1,10.00,1,0,3,
2615,5076,4136,5076,4136,1020.74,1,1,1,10.00,2,0,5,
2616,4023,4136,4023,4136,1020.77,1,1,1,5.00,1,0,3,
2617,20020,4136,20020,4136,1020.78,1,1,1,30.00,1,0,4,
2618,9715,4023,9715,4023,1020.79,1,1,1,15.00,1,0,3,
2619,20,4136,20,4136,1020.79,1,1,1,20.00,1,0,4,
2620,4147,4136,4147,4136,1020.80,1,1,1,20.00,1,0,5,
2621,5076,20021,5076,20021,1020.81,1,1,1,15.00,1,0,3,
2622,5076,4147,5076,4147,1020.83,1,1,1,1.00,1,0,3,
2623,4136,5076,4136,5076,1020.84,1,1,1,60.00,1,0,5,
2624,9715,4147,9715,4147,1020.86,1,1,1,60.00,2,0,5,
2625,5076,4136,5076,4136,1020.86,1,1,1,5.00,2,0,5,
2626,20,4147,20,4147,1020.87,1,1,1,20.00,1,0,4,
2627,4147,4136,4147,4136,1020.88,1,1,1,10.00,1,0,5,
2628,20,4136,20,4136,1020.89,1,1,1,15.00,1,0,4,
2629,20,9715,20,9715,1020.90,1,1,1,20.00,2,0,4,
2630,4023,9715,4023,9715,1020.90,1,1,1,20.00,1,0,3,
2631,4147,5076,4147,5076,1020.91,1,1,1,60.00,1,0,3,
2632,4147,4136,4147,4136,1020.95,1,1,1,5.00,1,0,5,
2633,4023,4147,4023,4147,1020.97,1,1,1,1.00,1,0,5,
2634,20021,4136,20021,4136,1020.97,1,1,1,30.00,2,0,5,
2635,4147,9715,4147,9715,1020.97,1,1,1,30.00,1,0,5,
2636,20,5076,20,5076,1020.98,1,1,1,30.00,2,0,4,
2637,4136,5076,4136,5076,1020.99,1,1,1,20.00,1,0,5,
2638,5076,4136,5076,4136,1020.99,1,1,1,10.00,1,0,5,
2639,20,4136,20,4136,1020.99,1,1,1,5.00,2,0,4,
2640,9715,5076,9715,5076,1021.03,1,1,1,1.00,1,0,5,
2641,4147,4136,4147,4136,1021.03,1,1,1,10.00,2,0,5,
2642,20021,5076,20021,5076,1021.06,1,1,1,10.00,1,0,3,
2643,4023,9715,4023,9715,1021.06,1,1,1,5.00,1,0,3,
2644,20,4023,20,4023,1021.07,1,1,1,30.00,2,0,4,
2645,20020,4136,20020,4136,1021.09,1,1,1,10.00,1,0,4,
2646,20,4136,20,4136,1021.09,1,1,1,20.00,1,0,4,
2647,5076,4136,5076,4136,1021.11,1,1,1,5.00,1,0,5,
2648,9715,4023,9715,4023,1021.11,1,1,1,30.00,1,0,3,
2649,4147,4136,4147,4136,1021.11,1,1,1,40.00,2,0,5,
2650,4147,5076,4147,5076,1021.14,1,1,1,30.00,2,0,3,
2651,4136,5076,4136,5076,1021.14,1,1,1,20.00,1,0,5,
2652,20,4136,20,4136,1021.19,1,1,1,10.00,1,0,4,
2653,4147,4136,4147,4136,1021.19,1,1,1,20.00,1,0,5,
2654,20,20021,20,20021,1021.20,1,1,1,10.00,1,0,4,
2655,9715,20,9715,20,1021.20,1,1,1,15.00,1,0,4,
2656,20,5076,20,5076,1021.22,1,1,1,10.00,2,0,4,
2657,4023,9715,4023,9715,1021.23,1,1,1,30.00,1,0,3,
2658,5076,4136,5076,4136,1021.23,1,1,1,30.00,1,0,5,
2659,5076,20,5076,20,1021.25,1,1,1,10.00,2,0,4,
2660,4147,20,4147,20,1021.27,1,1,1,10.00,1,0,4,
2661,4147,4136,4147,4136,1021.27,1,1,1,5.00,1,0,5,
2662,4023,4136,4023,4136,1021.28,1,1,1,10.00,1,0,3,
2663,4136,5076,4136,5076,1021.29,1,1,1,1.00,1,0,5,
2664,20,4136,20,4136,1021.29,1,1,1,10.00,2,0,4,
2665,4023,20,4023,20,1021.30,1,1,1,60.00,1,0,4,
2666,9715,4136,9715,4136,1021.30,1,1,1,20.00,1,0,3,
2667,20,9715,20,9715,1021.34,1,1,1,15.00,2,0,4,
2668,4147,4136,4147,4136,1021.35,1,1,1,30.00,1,0,5,
2669,20021,4136,20021,4136,1021.35,1,1,1,10.00,1,0,5,
2670,5076,4136,5076,4136,1021.36,1,1,1,1.00,1,0,5,
2671,4147,20020,4147,20020,1021.36,1,1,1,20.00,1,0,4,
2672,4147,5076,4147,5076,1021.36,1,1,1,10.00,2,0,3,
2673,5076,4147,5076,4147,1021.38,1,1,1,10.00,2,0,3,
2674,4023,9715,4023,9715,1021.39,1,1,1,10.00,2,0,3,
2675,20,4136,20,4136,1021.39,1,1,1,10.00,2,0,4,
2676,20020,4136,20020,4136,1021.40,1,1,1,10.00,1,0,4,
2677,9715,4023,9715,4023,1021.43,1,1,1,30.00,1,0,3,
2678,4147,4136,4147,4136,1021.43,1,1,1,10.00,1,0,5,
2679,4136,5076,4136,5076,1021.44,1,1,1,10.00,1,0,5,
2680,4147,9715,4147,9715,1021.45,1,1,1,10.00,1,0,5,
2681,20,4147,20,4147,1021.46,1,1,1,10.00,1,0,4,
2682,20,5076,20,5076,1021.46,1,1,1,1.00,1,0,4,
2683,5076,4136,5076,4136,1021.48,1,1,1,10.00,1,0,5,
2684,20,4136,20,4136,1021.49,1,1,1,10.00,2,0,4,
2685,4147,4136,4147,4136,1021.51,1,1,1,30.00,1,0,5,
2686,4023,5076,4023,5076,1021.53,1,1,1,30.00,2,0,5,
2687,4023,9715,4023,9715,1021.55,1,1,1,10.00,2,0,3,
2688,20,4136,20,4136,1021.59,1,1,1,15.00,1,0,4,
2689,4147,5076,4147,5076,1021.59,1,1,1,30.00,1,0,3,
2690,4147,4136,4147,4136,1021.59,1,1,1,20.00,1,0,5,
2691,4136,5076,4136,5076,1021.59,1,1,1,10.00,1,0,5,
2692,5076,4136,5076,4136,1021.60,1,1,1,10.00,1,0,5,
2693,20,4023,20,4023,1021.61,1,1,1,15.00,1,0,4,
2694,4147,4136,4147,4136,1021.67,1,1,1,15.00,1,0,5,
2695,20,4136,20,4136,1021.69,1,1,1,20.00,1,0,4,
2696,20,5076,20,5076,1021.71,1,1,1,15.00,1,0,4,
2697,20020,4136,20020,4136,1021.71,1,1,1,5.00,1,0,4,
2698,4023,9715,4023,9715,1021.72,1,1,1,20.00,1,10,3,
2699,5076,4136,5076,4136,1021.73,1,1,1,30.00,1,0,5,
2700,20021,4136,20021,4136,1021.74,1,1,1,5.00,1,0,5,
2701,9715,4023,9715,4023,1021.75,1,1,1,30.00,2,0,3,
2702,4136,5076,4136,5076,1021.75,1,1,1,20.00,1,0,5,
2703,4147,4136,4147,4136,1021.75,1,1,1,30.00,1,0,5,
2704,20021,5076,20021,5076,1021.76,1,1,1,5.00,1,0,3,
2705,4136,20,4136,20,1021.76,1,1,1,20.00,1,0,4,
2706,20,4136,20,4136,1021.79,1,1,1,30.00,1,0,4,
2707,20,9715,20,9715,1021.79,1,1,1,15.00,1,0,4,
2708,4023,4136,4023,4136,1021.79,1,1,1,20.00,1,0,3,
2709,4147,5076,4147,5076,1021.82,1,1,1,15.00,1,0,3,
2710,4147,4136,4147,4136,1021.83,1,1,1,10.00,2,0,5,
2711,5076,4136,5076,4136,1021.85,1,1,1,10.00,1,0,5,
2712,4023,9715,4023,9715,1021.88,1,1,1,10.00,1,0,3,
2713,20,4136,20,4136,1021.89,1,1,1,15.00,1,0,4,
2714,4136,5076,4136,5076,1021.90,1,1,1,20.00,1,0,5,
2715,4147,4136,4147,4136,1021.91,1,1,1,30.00,1,0,5,
2716,5076,4147,5076,4147,1021.93,1,1,1,30.00,2,0,3,
2717,4147,9715,4147,9715,1021.94,1,1,1,10.00,1,0,5,
2718,20,5076,20,5076,1021.95,1,1,1,10.00,1,0,4,
2719,9715,4136,9715,4136,1021.96,1,1,1,1.00,1,0,3,
2720,5076,4136,5076,4136,1021.98,1,1,1,20.00,1,0,5,
2721,20,4136,20,4136,1021.99,1,1,1,20.00,1,0,4,
2722,4147,4136,4147,4136,1021.99,1,1,1,30.00,2,0,5,
2723,20,20021,20,20021,1022.00,1,1,1,15.00,1,0,4,
2724,20020,4136,20020,4136,1022.02,1,1,1,20.00,1,0,4,
2725,20,4147,20,4147,1022.04,1,1,1,10.00,1,0,4,
2726,4023,9715,4023,9715,1022.04,1,1,1,10.00,1,0,3,
2727,4147,5076,4147,5076,1022.05,1,1,1,10.00,1,0,3,
2728,4136,5076,4136,5076,1022.05,1,1,1,60.00,1,0,5,
2729,9715,4023,9715,4023,1022.06,1,1,1,20.00,1,0,3,
2730,9715,5076,9715,5076,1022.07,1,1,1,20.00,2,0,5,
2731,4147,4136,4147,4136,1022.07,1,1,1,10.00,1,0,5,
2732,20,4136,20,4136,1022.09,1,1,1,10.00,1,0,4,
2733,5076,4136,5076,4136,1022.10,1,1,1,30.00,2,0,5,
2734,4147,20,4147,20,1022.11,1,1,1,10.00,1,0,4,
2735,20021,4136,20021,4136,1022.13,1,1,1,20.00,1,0,5,
2736,20,4023,20,4023,1022.14,1,1,1,10.00,1,0,4,
2737,4147,4136,4147,4136,1022.15,1,1,1,10.00,2,0,5,
2738,20,4136,20,4136,1022.19,1,1,1,5.00,1,0,4,
2739,20,5076,20,5076,1022.20,1,1,1,1.00,1,0,4,
2740,4136,5076,4136,5076,1022.20,1,1,1,10.00,1,0,5,
2741,4023,9715,4023,9715,1022.21,1,1,1,15.00,1,0,3,
2742,5076,4136,5076,4136,1022.22,1,1,1,20.00,1,0,5,
2743,4147,4136,4147,4136,1022.23,1,1,1,20.00,2,0,5,
2744,20,9715,20,9715,1022.24,1,1,1,10.00,1,0,4,
2745,4147,5076,4147,5076,1022.27,1,1,1,10.00,1,0,3,
2746,20,4136,20,4136,1022.28,1,1,1,30.00,1,0,4,
2747,4147,4136,4147,4136,1022.31,1,1,1,1.00,1,0,5,
2748,4147,4023,4147,4023,1022.31,1,1,1,5.00,1,0,5,
2749,4023,4136,4023,4136,1022.31,1,1,1,30.00,1,0,3,
2750,20020,4136,20020,4136,1022.33,1,1,1,5.00,1,0,4,
2751,5076,4136,5076,4136,1022.35,1,1,1,20.00,1,0,5,
2752,4136,5076,4136,5076,1022.35,1,1,1,10.00,1,0,5,
2753,4023,9715,4023,9715,1022.37,1,1,1,10.00,1,0,3,
2754,9715,4023,9715,4023,1022.38,1,1,1,20.00,2,0,3,
2755,20,4136,20,4136,1022.38,1,1,1,5.00,2,0,4,
2756,4147,4136,4147,4136,1022.39,1,1,1,30.00,1,0,5,
2757,9715,20,9715,20,1022.40,1,1,1,10.00,1,0,4,
2758,4147,9715,4147,9715,1022.42,1,1,1,10.00,1,0,5,
2759,5076,20021,5076,20021,1022.43,1,1,1,10.00,2,0,3,
2760,20,5076,20,5076,1022.44,1,1,1,10.00,1,0,4,
2761,4147,4136,4147,4136,1022.47,1,1,1,20.00,2,0,5,
2762,5076,4136,5076,4136,1022.47,1,1,1,10.00,1,0,5,
2763,20021,5076,20021,5076,1022.47,1,1,1,15.00,1,0,3,
2764,5076,4147,5076,4147,1022.48,1,1,1,10.00,1,0,3,
2765,20,4136,20,4136,1022.48,1,1,1,10.00,1,0,4,
2766,4147,5076,4147,5076,1022.50,1,1,1,30.00,1,0,3,
2767,5076,20,5076,20,1022.50,1,1,1,30.00,1,0,4,
2768,4136,5076,4136,5076,1022.51,1,1,1,5.00,1,0,5,
2769,20021,4136,20021,4136,1022.52,1,1,1,10.00,2,0,5,
2770,4023,9715,4023,9715,1022.53,1,1,1,10.00,1,0,3,
2771,4023,5076,4023,5076,1022.54,1,1,1,5.00,2,0,5,
2772,4147,4136,4147,4136,1022.55,1,1,1,20.00,1,0,5,
2773,9715,4147,9715,4147,1022.57,1,1,1,30.00,1,0,5,
2774,20,4136,20,4136,1022.58,1,1,1,15.00,1,0,4,
2775,5076,4136,5076,4136,1022.59,1,1,1,15.00,1,0,5,
2776,9715,4136,9715,4136,1022.61,1,1,1,20.00,2,0,3,
2777,4023,20,4023,20,1022.61,1,1,1,5.00,2,0,4,
2778,20,4147,20,4147,1022.62,1,1,1,20.00,1,0,4,
2779,4147,4136,4147,4136,1022.63,1,1,1,10.00,2,0,5,
2780,20020,4136,20020,4136,1022.64,1,1,1,60.00,1,0,4,
2781,4136,5076,4136,5076,1022.66,1,1,1,30.00,1,0,5,
2782,20,4023,20,4023,1022.68,1,1,1,30.00,1,0,4,
2783,20,4136,20,4136,1022.68,1,1,1,15.00,1,0,4,
2784,20,5076,20,5076,1022.68,1,1,1,5.00,2,0,4,
2785,20,9715,20,9715,1022.69,1,1,1,5.00,1,0,4,
2786,4023,9715,4023,9715,1022.70,1,1,1,20.00,2,0,3,
2787,9715,4023,9715,4023,1022.70,1,1,1,5.00,1,0,3,
2788,4147,4136,4147,4136,1022.71,1,1,1,15.00,2,0,5,
2789,5076,4136,5076,4136,1022.72,1,1,1,20.00,2,0,5,
2790,4147,20020,4147,20020,1022.73,1,1,1,20.00,2,0,4,
2791,4147,5076,4147,5076,1022.73,1,1,1,15.00,2,0,3,
2792,9715,20020,9715,20020,1022.73,1,1,1,5.00,1,0,4,
2793,20,4136,20,4136,1022.78,1,1,1,30.00,2,0,4,
2794,4147,4136,4147,4136,1022.79,1,1,1,20.00,1,0,5,
2795,20,20021,20,20021,1022.80,1,1,1,15.00,1,0,4,
2796,4136,5076,4136,5076,1022.81,1,1,1,20.00,2,0,5,
2797,4023,4136,4023,4136,1022.82,1,1,1,10.00,1,0,3,
2798,5076,4136,5076,4136,1022.84,1,1,1,5.00,1,0,5,
2799,4023,9715,4023,9715,1022.86,1,1,1,5.00,1,0,3,
2800,4147,4136,4147,4136,1022.86,1,1,1,30.00,1,0,5,
2801,20,4136,20,4136,1022.88,1,1,1,30.00,1,0,4,
2802,4147,9715,4147,9715,1022.90,1,1,1,10.00,1,0,5,
2803,4023,4147,4023,4147,1022.90,1,1,1,10.00,1,0,5,
2804,20021,4136,20021,4136,1022.90,1,1,1,1.00,1,0,5,
2805,20,5076,20,5076,1022.93,1,1,1,5.00,2,0,4,
2806,4147,4136,4147,4136,1022.94,1,1,1,20.00,1,0,5,
2807,20020,4136,20020,4136,1022.95,1,1,1,10.00,1,0,4,
2808,4147,5076,4147,5076,1022.95,1,1,1,10.00,1,0,3,
2809,4147,20,4147,20,1022.96,1,1,1,20.00,1,0,4,
2810,4136,5076,4136,5076,1022.96,1,1,1,5.00,1,0,5,
2811,5076,4136,5076,4136,1022.96,1,1,1,30.00,1,0,5,
2812,20,4136,20,4136,1022.98,1,1,1,1.00,1,0,4,
2813,9715,4023,9715,4023,1023.02,1,1,1,30.00,1,0,3,
2814,4147,4136,4147,4136,1023.02,1,1,1,10.00,1,0,5,
2815,4023,9715,4023,9715,1023.02,1,1,1,15.00,1,0,3,
2816,5076,4147,5076,4147,1023.03,1,1,1,15.00,1,0,3,
2817,20,4136,20,4136,1023.08,1,1,1,5.00,1,0,4,
2818,5076,4136,5076,4136,1023.09,1,1,1,10.00,1,0,5,
2819,4147,4136,4147,4136,1023.10,1,1,1,20.00,1,0,5,
2820,9715,5076,9715,5076,1023.10,1,1,1,10.00,1,0,5,
2821,4136,5076,4136,5076,1023.11,1,1,1,10.00,1,0,5,
2822,20,9715,20,9715,1023.13,1,1,1,10.00,2,0,4,
2823,20,5076,20,5076,1023.17,1,1,1,20.00,1,0,4,
2824,20021,5076,20021,5076,1023.18,1,1,1,15.00,1,0,3,
2825,20,4136,20,4136,1023.18,1,1,1,30.00,1,0,4,
2826,4147,5076,4147,5076,1023.18,1,1,1,15.00,1,0,3,
2827,4147,4136,4147,4136,1023.18,1,1,1,30.00,1,0,5,
2828,4023,9715,4023,9715,1023.19,1,1,1,30.00,2,0,3,
2829,20,4147,20,4147,1023.20,1,1,1,20.00,1,0,4,
2830,5076,4136,5076,4136,1023.21,1,1,1,30.00,1,0,5,
2831,20,4023,20,4023,1023.21,1,1,1,10.00,1,0,4,
2832,9715,4136,9715,4136,1023.26,1,1,1,5.00,1,0,3,
2833,4147,4136,4147,4136,1023.26,1,1,1,60.00,1,0,5,
2834,20020,4136,20020,4136,1023.26,1,1,1,20.00,1,0,4,
2835,4136,5076,4136,5076,1023.27,1,1,1,15.00,1,0,5,
