name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_cap,link_type,jam_density,wave_speed,demand_type_code,mode_code,network_design_flag,grade,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code
South Ash Avenue,305490057,305490057_BA,,,10262,10476,Major arterial,1,0.01166,1,40,900,4,190,12,,,"<LineString><coordinates>-111.942632,33.429120,0.0 -111.942790,33.429231,0.0 -111.942823,33.429288,0.0</coordinates></LineString>","<LineString><coordinates>-111.942641,33.429110,0.0 -111.942798,33.429221,0.0 -111.942832,33.429279,0.0</coordinates></LineString>",,,,
East 6th Street,305490058,305490058_AB,,,10007,10477,Major arterial,1,0.00035,1,40,900,4,190,12,,,"<LineString><coordinates>-111.940079,33.424331,0.0 -111.939952,33.424332,0.0 -111.939142,33.424336,0.0</coordinates></LineString>","<LineString><coordinates>-111.940079,33.424344,0.0 -111.939952,33.424345,0.0 -111.939142,33.424349,0.0</coordinates></LineString>",,,,
East 6th Street,305490058,305490058_BA,,,10477,10007,Major arterial,1,0.00035,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939142,33.424362,0.0 -111.939952,33.424357,0.0 -111.940079,33.424356,0.0</coordinates></LineString>","<LineString><coordinates>-111.939142,33.424349,0.0 -111.939952,33.424345,0.0 -111.940079,33.424344,0.0</coordinates></LineString>",,,,
South Ash Avenue,305490060,305490060_AB,,,10478,10262,Major arterial,1,0.25102,1,40,900,4,190,12,,,"<LineString><coordinates>-111.943335,33.425479,0.0 -111.943351,33.426361,0.0 -111.943312,33.426679,0.0 -111.943200,33.426988,0.0 -111.943024,33.427267,0.0 -111.942774,33.427562,0.0 -111.942667,33.427706,0.0 -111.942564,33.427884,0.0 -111.942475,33.428184,0.0 -111.942465,33.428447,0.0 -111.942527,33.428862,0.0 -111.942628,33.429108,0.0</coordinates></LineString>","<LineString><coordinates>-111.943347,33.425481,0.0 -111.943364,33.426363,0.0 -111.943325,33.426681,0.0 -111.943212,33.426990,0.0 -111.943037,33.427270,0.0 -111.942786,33.427564,0.0 -111.942679,33.427708,0.0 -111.942576,33.427886,0.0 -111.942488,33.428187,0.0 -111.942477,33.428449,0.0 -111.942539,33.428864,0.0 -111.942641,33.429110,0.0</coordinates></LineString>",,,,
South Ash Avenue,305490060,305490060_BA,,,10262,10478,Major arterial,1,0.25102,1,40,900,4,190,12,,,"<LineString><coordinates>-111.942653,33.429113,0.0 -111.942552,33.428866,0.0 -111.942490,33.428452,0.0 -111.942500,33.428189,0.0 -111.942589,33.427889,0.0 -111.942692,33.427711,0.0 -111.942798,33.427567,0.0 -111.943049,33.427272,0.0 -111.943225,33.426993,0.0 -111.943337,33.426684,0.0 -111.943376,33.426366,0.0 -111.943359,33.425484,0.0</coordinates></LineString>","<LineString><coordinates>-111.942641,33.429110,0.0 -111.942539,33.428864,0.0 -111.942477,33.428449,0.0 -111.942488,33.428187,0.0 -111.942576,33.427886,0.0 -111.942679,33.427708,0.0 -111.942786,33.427564,0.0 -111.943037,33.427270,0.0 -111.943212,33.426990,0.0 -111.943325,33.426681,0.0 -111.943364,33.426363,0.0 -111.943347,33.425481,0.0</coordinates></LineString>",,,,
,305490061,305490061_AB,,,10479,10006,Major arterial,1,0.07955,1,40,900,4,190,12,,,"<LineString><coordinates>-111.941286,33.425488,0.0 -111.941279,33.424338,0.0</coordinates></LineString>","<LineString><coordinates>-111.941274,33.425489,0.0 -111.941266,33.424338,0.0</coordinates></LineString>",,,,
,305490061,305490061_BA,,,10006,10479,Major arterial,1,0.07955,1,40,900,4,190,12,,,"<LineString><coordinates>-111.941254,33.424339,0.0 -111.941261,33.425489,0.0</coordinates></LineString>","<LineString><coordinates>-111.941266,33.424338,0.0 -111.941274,33.425489,0.0</coordinates></LineString>",,,,
,305490062,305490062_AB,,,10480,10479,Major arterial,1,0.04012,1,40,900,4,190,12,,,"<LineString><coordinates>-111.941288,33.426068,0.0 -111.941286,33.425488,0.0</coordinates></LineString>","<LineString><coordinates>-111.941275,33.426068,0.0 -111.941274,33.425489,0.0</coordinates></LineString>",,,,
,305490062,305490062_BA,,,10479,10480,Major arterial,1,0.04012,1,40,900,4,190,12,,,"<LineString><coordinates>-111.941261,33.425489,0.0 -111.941263,33.426069,0.0</coordinates></LineString>","<LineString><coordinates>-111.941274,33.425489,0.0 -111.941275,33.426068,0.0</coordinates></LineString>",,,,
South Farmer Avenue,305490063,305490063_AB,,,10125,10481,Major arterial,1,0.75039,1,40,900,4,190,12,,,"<LineString><coordinates>-111.944295,33.425483,0.0 -111.944312,33.423177,0.0 -111.944288,33.421939,0.0 -111.944263,33.421797,0.0 -111.944262,33.420348,0.0 -111.944258,33.419193,0.0 -111.944257,33.417783,0.0 -111.944253,33.416301,0.0 -111.944250,33.414878,0.0 -111.944262,33.414794,0.0 -111.944261,33.414635,0.0</coordinates></LineString>","<LineString><coordinates>-111.944282,33.425483,0.0 -111.944299,33.423177,0.0 -111.944276,33.421939,0.0 -111.944250,33.421797,0.0 -111.944250,33.420348,0.0 -111.944246,33.419193,0.0 -111.944244,33.417783,0.0 -111.944241,33.416301,0.0 -111.944238,33.414879,0.0 -111.944249,33.414794,0.0 -111.944248,33.414635,0.0</coordinates></LineString>",,,,
South Farmer Avenue,305490063,305490063_BA,,,10481,10125,Major arterial,1,0.75039,1,40,900,4,190,12,,,"<LineString><coordinates>-111.944236,33.414635,0.0 -111.944236,33.414794,0.0 -111.944225,33.414879,0.0 -111.944228,33.416301,0.0 -111.944231,33.417783,0.0 -111.944233,33.419193,0.0 -111.944237,33.420348,0.0 -111.944238,33.421797,0.0 -111.944263,33.421939,0.0 -111.944287,33.423177,0.0 -111.944270,33.425483,0.0</coordinates></LineString>","<LineString><coordinates>-111.944248,33.414635,0.0 -111.944249,33.414794,0.0 -111.944238,33.414879,0.0 -111.944241,33.416301,0.0 -111.944244,33.417783,0.0 -111.944246,33.419193,0.0 -111.944250,33.420348,0.0 -111.944250,33.421797,0.0 -111.944276,33.421939,0.0 -111.944299,33.423177,0.0 -111.944282,33.425483,0.0</coordinates></LineString>",,,,
South Farmer Avenue,305490064,305490064_AB,,,10482,10483,Major arterial,1,0.02566,1,40,900,4,190,12,,,"<LineString><coordinates>-111.944269,33.429518,0.0 -111.944280,33.429272,0.0 -111.944299,33.429204,0.0 -111.944347,33.429147,0.0</coordinates></LineString>","<LineString><coordinates>-111.944257,33.429516,0.0 -111.944267,33.429269,0.0 -111.944287,33.429201,0.0 -111.944334,33.429145,0.0</coordinates></LineString>",,,,
South Farmer Avenue,305490064,305490064_BA,,,10483,10482,Major arterial,1,0.02566,1,40,900,4,190,12,,,"<LineString><coordinates>-111.944322,33.429142,0.0 -111.944274,33.429199,0.0 -111.944255,33.429267,0.0 -111.944244,33.429513,0.0</coordinates></LineString>","<LineString><coordinates>-111.944334,33.429145,0.0 -111.944287,33.429201,0.0 -111.944267,33.429269,0.0 -111.944257,33.429516,0.0</coordinates></LineString>",,,,
West 3rd Street,305490066,305490066_AB,,,10045,10484,Major arterial,1,0.01239,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939962,33.427398,0.0 -111.940067,33.427398,0.0 -111.940158,33.427397,0.0 -111.942064,33.427377,0.0 -111.942248,33.427393,0.0 -111.942420,33.427425,0.0 -111.942591,33.427477,0.0 -111.942674,33.427512,0.0 -111.942785,33.427577,0.0</coordinates></LineString>","<LineString><coordinates>-111.939963,33.427385,0.0 -111.940068,33.427385,0.0 -111.940159,33.427384,0.0 -111.942065,33.427364,0.0 -111.942249,33.427380,0.0 -111.942421,33.427412,0.0 -111.942592,33.427464,0.0 -111.942675,33.427499,0.0 -111.942786,33.427564,0.0</coordinates></LineString>",,,,
West 3rd Street,305490066,305490066_BA,,,10484,10045,Major arterial,1,0.01239,1,40,900,4,190,12,,,"<LineString><coordinates>-111.942787,33.427552,0.0 -111.942676,33.427487,0.0 -111.942593,33.427452,0.0 -111.942422,33.427400,0.0 -111.942250,33.427368,0.0 -111.942066,33.427351,0.0 -111.940160,33.427371,0.0 -111.940069,33.427372,0.0 -111.939964,33.427372,0.0</coordinates></LineString>","<LineString><coordinates>-111.942786,33.427564,0.0 -111.942675,33.427499,0.0 -111.942592,33.427464,0.0 -111.942421,33.427412,0.0 -111.942249,33.427380,0.0 -111.942065,33.427364,0.0 -111.940159,33.427384,0.0 -111.940068,33.427385,0.0 -111.939963,33.427385,0.0</coordinates></LineString>",,,,
South Oak Street,305492832,305492832_AB,,,10485,10486,Major arterial,1,0.21132,1,40,900,4,190,12,,,"<LineString><coordinates>-111.914279,33.414681,0.0 -111.914274,33.414060,0.0 -111.914270,33.413561,0.0 -111.914270,33.412601,0.0 -111.914270,33.411626,0.0</coordinates></LineString>","<LineString><coordinates>-111.914267,33.414681,0.0 -111.914261,33.414060,0.0 -111.914257,33.413561,0.0 -111.914257,33.412601,0.0 -111.914257,33.411626,0.0</coordinates></LineString>",,,,
South Oak Street,305492832,305492832_BA,,,10486,10485,Major arterial,1,0.21132,1,40,900,4,190,12,,,"<LineString><coordinates>-111.914245,33.411626,0.0 -111.914245,33.412601,0.0 -111.914245,33.413561,0.0 -111.914249,33.414060,0.0 -111.914254,33.414681,0.0</coordinates></LineString>","<LineString><coordinates>-111.914257,33.411626,0.0 -111.914257,33.412601,0.0 -111.914257,33.413561,0.0 -111.914261,33.414060,0.0 -111.914267,33.414681,0.0</coordinates></LineString>",,,,
South Farmer Avenue,323157924,323157924_AB,,,10487,10488,Major arterial,1,0.03221,1,40,900,4,190,12,,,"<LineString><coordinates>-111.945769,33.426416,0.0 -111.944699,33.426420,0.0 -111.944653,33.426471,0.0 -111.944642,33.426840,0.0 -111.944621,33.426869,0.0 -111.944516,33.426876,0.0 -111.944272,33.426882,0.0</coordinates></LineString>","<LineString><coordinates>-111.945773,33.426428,0.0 -111.944703,33.426432,0.0 -111.944657,33.426483,0.0 -111.944646,33.426852,0.0 -111.944624,33.426881,0.0 -111.944520,33.426888,0.0 -111.944276,33.426894,0.0</coordinates></LineString>",,,,
South Farmer Avenue,323157924,323157924_BA,,,10488,10487,Major arterial,1,0.03221,1,40,900,4,190,12,,,"<LineString><coordinates>-111.944280,33.426906,0.0 -111.944523,33.426901,0.0 -111.944628,33.426893,0.0 -111.944650,33.426864,0.0 -111.944661,33.426495,0.0 -111.944706,33.426444,0.0 -111.945777,33.426441,0.0</coordinates></LineString>","<LineString><coordinates>-111.944276,33.426894,0.0 -111.944520,33.426888,0.0 -111.944624,33.426881,0.0 -111.944646,33.426852,0.0 -111.944657,33.426483,0.0 -111.944703,33.426432,0.0 -111.945773,33.426428,0.0</coordinates></LineString>",,,,
South Sunset Drive,323351364,323351364_AB,,,10489,10490,Major arterial,1,0.12458,1,40,900,4,190,12,,,"<LineString><coordinates>-111.927359,33.412905,0.0 -111.927356,33.414706,0.0</coordinates></LineString>","<LineString><coordinates>-111.927372,33.412905,0.0 -111.927369,33.414706,0.0</coordinates></LineString>",,,,
South Sunset Drive,323351364,323351364_BA,,,10490,10489,Major arterial,1,0.12458,1,40,900,4,190,12,,,"<LineString><coordinates>-111.927381,33.414706,0.0 -111.927384,33.412905,0.0</coordinates></LineString>","<LineString><coordinates>-111.927369,33.414706,0.0 -111.927372,33.412905,0.0</coordinates></LineString>",,,,
East University Drive,329703992,329703992_AB,,,10043,10491,Major arterial,1,0.00457,1,40,900,4,190,12,,,"<LineString><coordinates>-111.934966,33.421936,0.0 -111.934870,33.421939,0.0 -111.931518,33.421983,0.0 -111.931291,33.421986,0.0 -111.931211,33.421988,0.0 -111.930543,33.421994,0.0 -111.929598,33.422002,0.0</coordinates></LineString>","<LineString><coordinates>-111.934966,33.421949,0.0 -111.934870,33.421951,0.0 -111.931518,33.421996,0.0 -111.931291,33.421999,0.0 -111.931211,33.422000,0.0 -111.930543,33.422006,0.0 -111.929598,33.422015,0.0</coordinates></LineString>",,,,
East University Drive,329703992,329703992_BA,,,10491,10043,Major arterial,1,0.00457,1,40,900,4,190,12,,,"<LineString><coordinates>-111.929599,33.422027,0.0 -111.930543,33.422019,0.0 -111.931211,33.422013,0.0 -111.931291,33.422012,0.0 -111.931519,33.422008,0.0 -111.934870,33.421964,0.0 -111.934966,33.421961,0.0</coordinates></LineString>","<LineString><coordinates>-111.929598,33.422015,0.0 -111.930543,33.422006,0.0 -111.931211,33.422000,0.0 -111.931291,33.421999,0.0 -111.931518,33.421996,0.0 -111.934870,33.421951,0.0 -111.934966,33.421949,0.0</coordinates></LineString>",,,,
East Apartment,338703882,338703882_AB,,,10492,10493,Major arterial,1,0.00037,1,40,900,4,190,12,,,"<LineString><coordinates>-111.922071,33.413108,0.0 -111.922723,33.413113,0.0</coordinates></LineString>","<LineString><coordinates>-111.922071,33.413095,0.0 -111.922723,33.413101,0.0</coordinates></LineString>",,,,
East Apartment,338703882,338703882_BA,,,10493,10492,Major arterial,1,0.00037,1,40,900,4,190,12,,,"<LineString><coordinates>-111.922723,33.413088,0.0 -111.922071,33.413083,0.0</coordinates></LineString>","<LineString><coordinates>-111.922723,33.413101,0.0 -111.922071,33.413095,0.0</coordinates></LineString>",,,,
,338703888,338703888_AB,,,10494,10495,Major arterial,1,0.00749,1,40,900,4,190,12,,,"<LineString><coordinates>-111.922093,33.414818,0.0 -111.922093,33.414710,0.0</coordinates></LineString>","<LineString><coordinates>-111.922081,33.414818,0.0 -111.922081,33.414710,0.0</coordinates></LineString>",,,,
,338703888,338703888_BA,,,10495,10494,Major arterial,1,0.00749,1,40,900,4,190,12,,,"<LineString><coordinates>-111.922068,33.414710,0.0 -111.922068,33.414818,0.0</coordinates></LineString>","<LineString><coordinates>-111.922081,33.414710,0.0 -111.922081,33.414818,0.0</coordinates></LineString>",,,,
South Apartment,338703889,338703889_AB,,,10496,10497,Major arterial,1,0.03756,1,40,900,4,190,12,,,"<LineString><coordinates>-111.922060,33.412894,0.0 -111.922058,33.413095,0.0 -111.922055,33.413437,0.0</coordinates></LineString>","<LineString><coordinates>-111.922073,33.412895,0.0 -111.922071,33.413095,0.0 -111.922068,33.413438,0.0</coordinates></LineString>",,,,
South Apartment,338703889,338703889_BA,,,10497,10496,Major arterial,1,0.03756,1,40,900,4,190,12,,,"<LineString><coordinates>-111.922081,33.413438,0.0 -111.922084,33.413096,0.0 -111.922086,33.412895,0.0</coordinates></LineString>","<LineString><coordinates>-111.922068,33.413438,0.0 -111.922071,33.413095,0.0 -111.922073,33.412895,0.0</coordinates></LineString>",,,,
South Apartment,338703890,338703890_AB,,,10498,10493,Major arterial,1,0.11183,1,40,900,4,190,12,,,"<LineString><coordinates>-111.922820,33.414717,0.0 -111.922819,33.413844,0.0 -111.922796,33.413812,0.0 -111.922759,33.413792,0.0 -111.922733,33.413779,0.0 -111.922736,33.413100,0.0</coordinates></LineString>","<LineString><coordinates>-111.922807,33.414718,0.0 -111.922806,33.413844,0.0 -111.922783,33.413812,0.0 -111.922746,33.413792,0.0 -111.922721,33.413779,0.0 -111.922723,33.413101,0.0</coordinates></LineString>",,,,
South Apartment,338703890,338703890_BA,,,10493,10498,Major arterial,1,0.11183,1,40,900,4,190,12,,,"<LineString><coordinates>-111.922711,33.413101,0.0 -111.922708,33.413780,0.0 -111.922733,33.413793,0.0 -111.922770,33.413813,0.0 -111.922793,33.413845,0.0 -111.922795,33.414718,0.0</coordinates></LineString>","<LineString><coordinates>-111.922723,33.413101,0.0 -111.922721,33.413779,0.0 -111.922746,33.413792,0.0 -111.922783,33.413812,0.0 -111.922806,33.413844,0.0 -111.922807,33.414718,0.0</coordinates></LineString>",,,,
South Normal Avenue,339041925,339041925_AB,,,10156,10499,Major arterial,1,0.17414,1,40,900,4,190,12,,,"<LineString><coordinates>-111.933290,33.416086,0.0 -111.933258,33.415143,0.0 -111.933215,33.415050,0.0 -111.933129,33.415007,0.0 -111.932812,33.415014,0.0 -111.932806,33.414855,0.0 -111.932807,33.414762,0.0 -111.932807,33.414663,0.0 -111.932806,33.414572,0.0 -111.932794,33.414068,0.0 -111.932790,33.413568,0.0</coordinates></LineString>","<LineString><coordinates>-111.933278,33.416088,0.0 -111.933245,33.415145,0.0 -111.933203,33.415052,0.0 -111.933117,33.415009,0.0 -111.932799,33.415016,0.0 -111.932793,33.414857,0.0 -111.932795,33.414764,0.0 -111.932795,33.414665,0.0 -111.932793,33.414575,0.0 -111.932781,33.414070,0.0 -111.932778,33.413570,0.0</coordinates></LineString>",,,,
South Normal Avenue,339041925,339041925_BA,,,10499,10156,Major arterial,1,0.17414,1,40,900,4,190,12,,,"<LineString><coordinates>-111.932765,33.413573,0.0 -111.932769,33.414073,0.0 -111.932781,33.414577,0.0 -111.932782,33.414668,0.0 -111.932782,33.414767,0.0 -111.932781,33.414860,0.0 -111.932787,33.415019,0.0 -111.933104,33.415011,0.0 -111.933190,33.415054,0.0 -111.933233,33.415148,0.0 -111.933266,33.416091,0.0</coordinates></LineString>","<LineString><coordinates>-111.932778,33.413570,0.0 -111.932781,33.414070,0.0 -111.932793,33.414575,0.0 -111.932795,33.414665,0.0 -111.932795,33.414764,0.0 -111.932793,33.414857,0.0 -111.932799,33.415016,0.0 -111.933117,33.415009,0.0 -111.933203,33.415052,0.0 -111.933245,33.415145,0.0 -111.933278,33.416088,0.0</coordinates></LineString>",,,,
Hayden Mall,339048056,339048056_AB,,,10112,10500,Major arterial,1,0.00645,1,40,900,4,190,12,,,"<LineString><coordinates>-111.933819,33.417436,0.0 -111.933765,33.417378,0.0 -111.933711,33.417342,0.0</coordinates></LineString>","<LineString><coordinates>-111.933811,33.417445,0.0 -111.933756,33.417387,0.0 -111.933703,33.417352,0.0</coordinates></LineString>",,,,
Hayden Mall,339048056,339048056_BA,,,10500,10112,Major arterial,1,0.00645,1,40,900,4,190,12,,,"<LineString><coordinates>-111.933694,33.417361,0.0 -111.933748,33.417397,0.0 -111.933802,33.417455,0.0</coordinates></LineString>","<LineString><coordinates>-111.933703,33.417352,0.0 -111.933756,33.417387,0.0 -111.933811,33.417445,0.0</coordinates></LineString>",,,,
,339640418,339640418_AB,,,10501,10502,Major arterial,1,0.00033,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936605,33.414508,0.0 -111.936733,33.414506,0.0 -111.936913,33.414503,0.0</coordinates></LineString>","<LineString><coordinates>-111.936605,33.414495,0.0 -111.936733,33.414493,0.0 -111.936913,33.414490,0.0</coordinates></LineString>",,,,
,339640418,339640418_BA,,,10502,10501,Major arterial,1,0.00033,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936913,33.414478,0.0 -111.936733,33.414480,0.0 -111.936605,33.414482,0.0</coordinates></LineString>","<LineString><coordinates>-111.936913,33.414490,0.0 -111.936733,33.414493,0.0 -111.936605,33.414495,0.0</coordinates></LineString>",,,,
,339640419,339640419_AB,,,10503,10504,Major arterial,1,0.02983,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936746,33.414493,0.0 -111.936738,33.414062,0.0</coordinates></LineString>","<LineString><coordinates>-111.936733,33.414493,0.0 -111.936725,33.414062,0.0</coordinates></LineString>",,,,
,339640419,339640419_BA,,,10504,10503,Major arterial,1,0.02983,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936713,33.414062,0.0 -111.936720,33.414493,0.0</coordinates></LineString>","<LineString><coordinates>-111.936725,33.414062,0.0 -111.936733,33.414493,0.0</coordinates></LineString>",,,,
East 13th Street,339640420,339640420_AB,,,10080,10505,Major arterial,1,0.00123,1,40,900,4,190,12,,,"<LineString><coordinates>-111.937097,33.414538,0.0 -111.939161,33.414519,0.0 -111.939483,33.414516,0.0 -111.939643,33.414555,0.0</coordinates></LineString>","<LineString><coordinates>-111.937097,33.414525,0.0 -111.939161,33.414506,0.0 -111.939483,33.414503,0.0 -111.939643,33.414543,0.0</coordinates></LineString>",,,,
East 13th Street,339640420,339640420_BA,,,10505,10080,Major arterial,1,0.00123,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939643,33.414530,0.0 -111.939483,33.414491,0.0 -111.939161,33.414494,0.0 -111.937097,33.414512,0.0</coordinates></LineString>","<LineString><coordinates>-111.939643,33.414543,0.0 -111.939483,33.414503,0.0 -111.939161,33.414506,0.0 -111.937097,33.414525,0.0</coordinates></LineString>",,,,
,339640422,339640422_AB,,,10506,10507,Major arterial,1,0.00062,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935706,33.414137,0.0 -111.935170,33.414146,0.0</coordinates></LineString>","<LineString><coordinates>-111.935706,33.414150,0.0 -111.935170,33.414159,0.0</coordinates></LineString>",,,,
,339640422,339640422_BA,,,10507,10506,Major arterial,1,0.00062,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935170,33.414172,0.0 -111.935706,33.414163,0.0</coordinates></LineString>","<LineString><coordinates>-111.935170,33.414159,0.0 -111.935706,33.414150,0.0</coordinates></LineString>",,,,
,339640423,339640423_AB,,,10508,10509,Major arterial,1,0.01083,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935730,33.414456,0.0 -111.935086,33.414463,0.0 -111.935080,33.414304,0.0 -111.935724,33.414300,0.0</coordinates></LineString>","<LineString><coordinates>-111.935718,33.414457,0.0 -111.935074,33.414464,0.0 -111.935068,33.414305,0.0 -111.935711,33.414300,0.0</coordinates></LineString>",,,,
,339640423,339640423_BA,,,10509,10508,Major arterial,1,0.01083,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935699,33.414300,0.0 -111.935055,33.414305,0.0 -111.935061,33.414464,0.0 -111.935705,33.414457,0.0</coordinates></LineString>","<LineString><coordinates>-111.935711,33.414300,0.0 -111.935068,33.414305,0.0 -111.935074,33.414464,0.0 -111.935718,33.414457,0.0</coordinates></LineString>",,,,
,339640424,339640424_AB,,,10501,10510,Major arterial,1,0.00006,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936605,33.414482,0.0 -111.936339,33.414384,0.0 -111.936269,33.414386,0.0 -111.936148,33.414483,0.0</coordinates></LineString>","<LineString><coordinates>-111.936605,33.414495,0.0 -111.936339,33.414396,0.0 -111.936269,33.414398,0.0 -111.936148,33.414496,0.0</coordinates></LineString>",,,,
,339640424,339640424_BA,,,10510,10501,Major arterial,1,0.00006,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936148,33.414509,0.0 -111.936269,33.414411,0.0 -111.936339,33.414409,0.0 -111.936605,33.414508,0.0</coordinates></LineString>","<LineString><coordinates>-111.936148,33.414496,0.0 -111.936269,33.414398,0.0 -111.936339,33.414396,0.0 -111.936605,33.414495,0.0</coordinates></LineString>",,,,
,339640425,339640425_AB,,,10078,10506,Major arterial,1,0.03225,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936615,33.414605,0.0 -111.936611,33.414484,0.0 -111.936154,33.414485,0.0 -111.935795,33.414485,0.0 -111.935723,33.414445,0.0 -111.935717,33.414289,0.0 -111.935712,33.414139,0.0</coordinates></LineString>","<LineString><coordinates>-111.936609,33.414616,0.0 -111.936605,33.414495,0.0 -111.936148,33.414496,0.0 -111.935789,33.414496,0.0 -111.935718,33.414457,0.0 -111.935711,33.414300,0.0 -111.935706,33.414150,0.0</coordinates></LineString>",,,,
,339640425,339640425_BA,,,10506,10078,Major arterial,1,0.03225,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935700,33.414161,0.0 -111.935706,33.414311,0.0 -111.935712,33.414468,0.0 -111.935783,33.414508,0.0 -111.936142,33.414507,0.0 -111.936599,33.414506,0.0 -111.936603,33.414627,0.0</coordinates></LineString>","<LineString><coordinates>-111.935706,33.414150,0.0 -111.935711,33.414300,0.0 -111.935718,33.414457,0.0 -111.935789,33.414496,0.0 -111.936148,33.414496,0.0 -111.936605,33.414495,0.0 -111.936609,33.414616,0.0</coordinates></LineString>",,,,
,339640426,339640426_AB,,,10502,10511,Major arterial,1,0.02969,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936926,33.414490,0.0 -111.936921,33.414061,0.0</coordinates></LineString>","<LineString><coordinates>-111.936913,33.414490,0.0 -111.936908,33.414061,0.0</coordinates></LineString>",,,,
,339640426,339640426_BA,,,10511,10502,Major arterial,1,0.02969,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936895,33.414061,0.0 -111.936901,33.414490,0.0</coordinates></LineString>","<LineString><coordinates>-111.936908,33.414061,0.0 -111.936913,33.414490,0.0</coordinates></LineString>",,,,
,339640807,339640807_AB,,,10512,10513,Major arterial,1,0.01094,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936175,33.416358,0.0 -111.936374,33.416200,0.0</coordinates></LineString>","<LineString><coordinates>-111.936167,33.416348,0.0 -111.936366,33.416190,0.0</coordinates></LineString>",,,,
,339640807,339640807_BA,,,10513,10512,Major arterial,1,0.01094,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936358,33.416180,0.0 -111.936159,33.416338,0.0</coordinates></LineString>","<LineString><coordinates>-111.936366,33.416190,0.0 -111.936167,33.416348,0.0</coordinates></LineString>",,,,
,339640808,339640808_AB,,,10514,10512,Major arterial,1,0.0113,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936267,33.416178,0.0 -111.936157,33.416341,0.0</coordinates></LineString>","<LineString><coordinates>-111.936277,33.416185,0.0 -111.936167,33.416348,0.0</coordinates></LineString>",,,,
,339640808,339640808_BA,,,10512,10514,Major arterial,1,0.0113,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936178,33.416355,0.0 -111.936288,33.416192,0.0</coordinates></LineString>","<LineString><coordinates>-111.936167,33.416348,0.0 -111.936277,33.416185,0.0</coordinates></LineString>",,,,
,339640809,339640809_AB,,,10512,10515,Major arterial,1,0.00527,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936168,33.416336,0.0 -111.935940,33.416266,0.0 -111.935240,33.416259,0.0</coordinates></LineString>","<LineString><coordinates>-111.936167,33.416348,0.0 -111.935939,33.416279,0.0 -111.935239,33.416272,0.0</coordinates></LineString>",,,,
,339640809,339640809_BA,,,10515,10512,Major arterial,1,0.00527,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935238,33.416285,0.0 -111.935938,33.416291,0.0 -111.936166,33.416361,0.0</coordinates></LineString>","<LineString><coordinates>-111.935239,33.416272,0.0 -111.935939,33.416279,0.0 -111.936167,33.416348,0.0</coordinates></LineString>",,,,
,339640857,339640857_AB,,,10516,10517,Major arterial,1,0.0175,1,40,900,4,190,12,,,"<LineString><coordinates>-111.935052,33.416676,0.0 -111.935528,33.416669,0.0 -111.935689,33.416666,0.0 -111.935917,33.416663,0.0 -111.935936,33.416569,0.0 -111.935939,33.416544,0.0 -111.935939,33.416501,0.0 -111.935933,33.416397,0.0 -111.936100,33.416432,0.0 -111.936634,33.416423,0.0</coordinates></LineString>","<LineString><coordinates>-111.935050,33.416664,0.0 -111.935526,33.416656,0.0 -111.935687,33.416654,0.0 -111.935915,33.416650,0.0 -111.935934,33.416556,0.0 -111.935937,33.416531,0.0 -111.935937,33.416489,0.0 -111.935931,33.416384,0.0 -111.936098,33.416420,0.0 -111.936632,33.416411,0.0</coordinates></LineString>",,,,
